id,sex,age,age_cat,race,juv_fel_count,decile_score,juv_misd_count,juv_other_count,priors_count,c_charge_degree,c_charge_desc,is_recid,is_violent_recid,type_of_assessment,score_text,v_type_of_assessment,v_decile_score,v_score_text,in_custody,out_custody,two_year_recid
5243,Male,23,Less than 25,African-American,0,9,0,0,0,F,Burglary Unoccupied Dwelling,1,1,Risk of Recidivism,High,Risk of Violence,6,Medium,3/13/13,3/14/13,1
5244,Male,43,25 - 45,Caucasian,0,1,0,0,2,F,Poss Contr Subst W/o Prescript,0,0,Risk of Recidivism,Low,Risk of Violence,1,Low,2/15/13,2/16/13,0
5246,Female,53,Greater than 45,Caucasian,0,1,0,0,0,M,DUI Property Damage/Injury,0,0,Risk of Recidivism,Low,Risk of Violence,1,Low,9/11/13,9/12/13,0
5247,Male,24,Less than 25,African-American,0,6,0,0,1,F,Pos Methylenedioxymethcath W/I/D/S,1,0,Risk of Recidivism,Medium,Risk of Violence,5,Medium,12/2/13,1/29/14,1
5248,Male,25,25 - 45,African-American,1,9,0,0,4,M,Battery,0,0,Risk of Recidivism,High,Risk of Violence,7,Medium,,,0
5249,Male,28,25 - 45,African-American,0,4,0,0,0,F,Offn Against Intellectual Prop,0,0,Risk of Recidivism,Low,Risk of Violence,5,Medium,3/13/13,3/13/13,0
5251,Male,21,Less than 25,Caucasian,0,3,0,0,1,F,Grand Theft in the 3rd Degree,0,0,Risk of Recidivism,Low,Risk of Violence,5,Medium,4/17/13,4/18/13,0
5252,Male,31,25 - 45,Other,0,2,0,0,0,M,Battery,0,0,Risk of Recidivism,Low,Risk of Violence,2,Low,12/9/13,12/18/13,0
5253,Male,33,25 - 45,Caucasian,0,7,0,0,3,F,"Poss Of 1,4-Butanediol",1,0,Risk of Recidivism,Medium,Risk of Violence,4,Low,1/29/15,4/10/15,1
5255,Female,35,25 - 45,African-American,0,1,0,0,1,F,arrest case no charge,0,0,Risk of Recidivism,Low,Risk of Violence,1,Low,3/10/14,3/11/14,0
5258,Male,55,Greater than 45,Caucasian,0,3,0,0,3,M,Viol Injunction Protect Dom Vi,0,0,Risk of Recidivism,Low,Risk of Violence,1,Low,4/6/13,4/7/13,0
5259,Male,50,Greater than 45,Hispanic,0,5,0,0,9,M,Battery,1,0,Risk of Recidivism,Medium,Risk of Violence,6,Medium,3/29/14,4/8/14,1
5260,Male,28,25 - 45,African-American,0,3,0,0,0,M,Battery,0,0,Risk of Recidivism,Low,Risk of Violence,3,Low,7/8/13,7/9/13,0
5261,Male,44,25 - 45,Caucasian,0,1,0,0,0,M,Battery,1,1,Risk of Recidivism,Low,Risk of Violence,1,Low,1/1/16,1/2/16,1
5262,Female,48,Greater than 45,Caucasian,0,1,0,0,2,F,Abuse Without Great Harm,0,0,Risk of Recidivism,Low,Risk of Violence,1,Low,7/27/13,8/29/13,0
5263,Male,19,Less than 25,African-American,2,10,1,1,3,F,Carrying Concealed Firearm,1,0,Risk of Recidivism,High,Risk of Violence,10,High,5/13/14,5/14/14,1
5264,Male,23,Less than 25,Other,0,7,0,0,2,M,Resist/Obstruct W/O Violence,0,0,Risk of Recidivism,Medium,Risk of Violence,9,High,6/17/13,6/18/13,0
5265,Male,24,Less than 25,African-American,0,8,0,1,3,F,Poss F/Arm Delinq,1,0,Risk of Recidivism,High,Risk of Violence,7,Medium,10/18/14,12/20/14,1
5266,Male,50,Greater than 45,Caucasian,0,3,0,0,2,F,Possession of Cocaine,0,0,Risk of Recidivism,Low,Risk of Violence,6,Medium,6/2/15,6/2/15,0
5270,Male,31,25 - 45,African-American,0,4,0,0,0,M,Battery,0,0,Risk of Recidivism,Low,Risk of Violence,3,Low,4/26/13,5/18/13,0
5271,Female,28,25 - 45,Caucasian,0,4,0,0,0,F,Possession of Cocaine,1,0,Risk of Recidivism,Low,Risk of Violence,3,Low,4/6/15,4/8/15,1
5272,Male,42,25 - 45,Caucasian,0,1,0,0,0,F,Aggravated Assault W/Dead Weap,0,0,Risk of Recidivism,Low,Risk of Violence,1,Low,11/19/13,11/20/13,0
5274,Male,21,Less than 25,African-American,0,9,0,0,0,M,Aggravated Assault W/Dead Weap,1,0,Risk of Recidivism,High,Risk of Violence,6,Medium,2/26/14,6/3/14,1
5275,Male,29,25 - 45,African-American,0,10,0,0,5,F,arrest case no charge,0,0,Risk of Recidivism,High,Risk of Violence,9,High,10/16/08,2/23/10,0
5276,Male,48,Greater than 45,Caucasian,0,1,0,0,1,F,Aggrav Battery w/Deadly Weapon,0,0,Risk of Recidivism,Low,Risk of Violence,1,Low,,,0
5278,Male,21,Less than 25,Caucasian,0,8,0,0,0,F,"Poss3,4 Methylenedioxymethcath",1,0,Risk of Recidivism,High,Risk of Violence,5,Medium,11/17/13,11/18/13,1
5279,Male,24,Less than 25,Other,0,4,0,0,0,M,Possess Drug Paraphernalia,1,0,Risk of Recidivism,Low,Risk of Violence,4,Low,7/6/13,7/7/13,1
5280,Male,31,25 - 45,Caucasian,0,5,0,0,3,F,Tamper With Victim,1,0,Risk of Recidivism,Medium,Risk of Violence,3,Low,2/14/13,2/16/13,1
5281,Male,23,Less than 25,Hispanic,0,3,0,0,0,M,Battery,0,0,Risk of Recidivism,Low,Risk of Violence,5,Medium,1/7/13,1/9/13,0
5282,Male,27,25 - 45,Caucasian,0,9,0,0,0,F,Driving While License Revoked,1,0,Risk of Recidivism,High,Risk of Violence,8,High,11/27/13,11/27/13,1
5287,Male,32,25 - 45,Other,0,2,0,0,0,M,Resist Officer w/Violence,0,0,Risk of Recidivism,Low,Risk of Violence,2,Low,12/9/13,12/9/13,0
5288,Male,75,Greater than 45,Caucasian,0,4,0,0,1,F,Poss/Sell/Deliver Clonazepam,1,0,Risk of Recidivism,Low,Risk of Violence,1,Low,5/21/15,6/12/15,1
5289,Male,28,25 - 45,African-American,0,5,0,0,7,F,arrest case no charge,1,0,Risk of Recidivism,Medium,Risk of Violence,3,Low,4/3/14,8/26/14,1
5290,Male,67,Greater than 45,Caucasian,0,1,0,0,0,M,Battery,0,0,Risk of Recidivism,Low,Risk of Violence,1,Low,4/28/13,4/29/13,0
5293,Female,32,25 - 45,African-American,0,7,0,0,11,F,Driving While License Revoked,0,0,Risk of Recidivism,Medium,Risk of Violence,4,Low,12/18/13,12/18/13,0
5294,Male,44,25 - 45,African-American,0,4,0,0,7,F,arrest case no charge,0,0,Risk of Recidivism,Low,Risk of Violence,3,Low,7/21/15,7/25/15,0
5295,Male,25,25 - 45,African-American,0,4,0,0,1,F,arrest case no charge,1,0,Risk of Recidivism,Low,Risk of Violence,5,Medium,9/23/14,1/1/20,1
5297,Female,30,25 - 45,African-American,0,8,0,0,15,M,Battery,1,0,Risk of Recidivism,High,Risk of Violence,4,Low,12/21/14,12/21/14,1
5298,Male,28,25 - 45,Caucasian,0,4,1,0,9,M,Driving License Suspended,0,0,Risk of Recidivism,Low,Risk of Violence,3,Low,1/22/14,1/27/14,0
5301,Male,27,25 - 45,African-American,0,6,0,0,0,F,arrest case no charge,1,0,Risk of Recidivism,Medium,Risk of Violence,6,Medium,12/12/13,12/12/13,1
5307,Male,36,25 - 45,African-American,0,4,0,0,4,F,Possession of Cocaine,0,0,Risk of Recidivism,Low,Risk of Violence,2,Low,8/2/13,8/2/13,0
5308,Male,36,25 - 45,Other,0,2,0,0,8,M,arrest case no charge,0,0,Risk of Recidivism,Low,Risk of Violence,2,Low,11/4/13,11/4/13,0
5309,Female,25,25 - 45,Caucasian,0,4,0,0,0,M,Prostitution/Lewd Act Assignation,0,0,Risk of Recidivism,Low,Risk of Violence,4,Low,5/22/13,5/24/13,0
5312,Male,31,25 - 45,Caucasian,0,5,0,0,5,F,Driving While License Revoked,1,0,Risk of Recidivism,Medium,Risk of Violence,2,Low,4/6/14,4/8/14,1
5313,Male,30,25 - 45,Caucasian,0,1,0,0,0,M,DUI Property Damage/Injury,1,0,Risk of Recidivism,Low,Risk of Violence,2,Low,12/13/13,12/13/13,1
5314,Male,33,25 - 45,African-American,0,2,0,0,4,F,arrest case no charge,0,0,Risk of Recidivism,Low,Risk of Violence,2,Low,10/13/13,10/21/13,0
5315,Male,38,25 - 45,Hispanic,0,1,0,0,0,M,Battery,0,0,Risk of Recidivism,Low,Risk of Violence,1,Low,10/15/13,10/15/13,0
5316,Male,26,25 - 45,African-American,0,3,0,0,1,M,Driving License Suspended,1,0,Risk of Recidivism,Low,Risk of Violence,3,Low,3/6/13,3/6/13,1
5318,Male,52,Greater than 45,Hispanic,0,3,0,0,5,F,Aggrav Battery w/Deadly Weapon,1,1,Risk of Recidivism,Low,Risk of Violence,1,Low,4/2/13,4/9/13,1
5321,Female,22,Less than 25,Caucasian,0,7,0,0,2,M,Grand Theft in the 3rd Degree,1,0,Risk of Recidivism,Medium,Risk of Violence,6,Medium,2/8/15,3/13/15,1
5322,Male,50,Greater than 45,Caucasian,0,1,0,0,0,F,Carrying Concealed Firearm,0,0,Risk of Recidivism,Low,Risk of Violence,1,Low,2/24/14,2/25/14,0
5323,Male,37,25 - 45,African-American,0,1,0,0,4,F,Aggravated Battery / Pregnant,0,0,Risk of Recidivism,Low,Risk of Violence,1,Low,9/26/13,9/27/13,0
5324,Male,58,Greater than 45,Caucasian,0,1,0,0,1,F,Aggravated Assault W/Dead Weap,1,1,Risk of Recidivism,Low,Risk of Violence,1,Low,10/2/15,10/2/15,1
5326,Male,34,25 - 45,Caucasian,0,4,0,0,3,M,Battery,1,0,Risk of Recidivism,Low,Risk of Violence,3,Low,6/7/13,11/19/13,1
5327,Male,32,25 - 45,Caucasian,0,1,0,0,1,F,Pos Cannabis W/Intent Sel/Del,1,0,Risk of Recidivism,Low,Risk of Violence,1,Low,5/21/14,6/15/14,1
5330,Male,29,25 - 45,African-American,0,1,0,0,0,M,DUI Property Damage/Injury,1,0,Risk of Recidivism,Low,Risk of Violence,2,Low,3/6/14,3/8/14,1
5331,Male,27,25 - 45,African-American,0,1,0,0,0,M,Battery,0,0,Risk of Recidivism,Low,Risk of Violence,2,Low,9/8/13,9/9/13,0
5332,Male,39,25 - 45,Caucasian,0,3,0,0,5,F,Burglary Unoccupied Dwelling,0,0,Risk of Recidivism,Low,Risk of Violence,2,Low,7/29/13,8/17/13,0
5333,Male,24,Less than 25,African-American,0,3,0,0,0,F,Battery on Law Enforc Officer,0,0,Risk of Recidivism,Low,Risk of Violence,4,Low,6/22/15,6/29/15,0
5334,Male,38,25 - 45,African-American,1,7,0,0,8,M,Disorderly Conduct,0,0,Risk of Recidivism,Medium,Risk of Violence,6,Medium,2/2/13,2/4/13,0
5335,Male,52,Greater than 45,Caucasian,0,2,0,0,7,F,Resist Officer w/Violence,0,0,Risk of Recidivism,Low,Risk of Violence,1,Low,11/9/13,11/10/13,0
5337,Male,56,Greater than 45,African-American,0,2,0,0,3,M,Battery,1,0,Risk of Recidivism,Low,Risk of Violence,1,Low,2/23/15,2/27/15,1
5339,Male,46,Greater than 45,Caucasian,0,6,0,0,7,F,Grand Theft (Motor Vehicle),1,0,Risk of Recidivism,Medium,Risk of Violence,7,Medium,1/17/13,2/22/13,1
5341,Male,38,25 - 45,Caucasian,0,1,0,0,5,F,Attempted Robbery  Weapon,1,0,Risk of Recidivism,Low,Risk of Violence,2,Low,1/21/14,3/6/14,1
5342,Male,47,Greater than 45,Caucasian,0,5,0,0,3,M,Petit Theft,0,0,Risk of Recidivism,Medium,Risk of Violence,1,Low,4/15/13,6/17/13,0
5344,Male,32,25 - 45,Caucasian,0,1,0,0,0,F,Burglary Dwelling Occupied,0,0,Risk of Recidivism,Low,Risk of Violence,2,Low,4/9/13,4/10/13,0
5346,Male,34,25 - 45,African-American,0,7,1,0,27,M,Battery,0,0,Risk of Recidivism,Medium,Risk of Violence,3,Low,4/5/13,4/6/13,0
5347,Male,42,25 - 45,African-American,0,6,0,0,5,F,Felony Battery w/Prior Convict,0,0,Risk of Recidivism,Medium,Risk of Violence,6,Medium,10/2/14,11/26/14,0
5348,Female,35,25 - 45,African-American,0,1,0,0,0,M,Battery on a Person Over 65,1,0,Risk of Recidivism,Low,Risk of Violence,1,Low,6/6/14,6/8/14,1
5349,Male,20,Less than 25,Caucasian,0,10,0,0,0,F,Grand Theft in the 3rd Degree,1,0,Risk of Recidivism,High,Risk of Violence,10,High,3/6/14,3/13/14,1
5350,Female,32,25 - 45,Caucasian,0,10,0,0,2,F,Possession of Cocaine,1,0,Risk of Recidivism,High,Risk of Violence,4,Low,1/28/15,1/30/15,1
5351,Male,21,Less than 25,Caucasian,0,5,0,1,0,M,Possess Cannabis/20 Grams Or Less,0,0,Risk of Recidivism,Medium,Risk of Violence,7,Medium,4/8/13,4/9/13,0
5352,Male,24,Less than 25,African-American,0,2,0,0,0,M,Driving Under The Influence,1,0,Risk of Recidivism,Low,Risk of Violence,3,Low,7/3/14,7/4/14,1
5354,Male,24,Less than 25,African-American,0,9,0,0,1,M,Prowling/Loitering,1,0,Risk of Recidivism,High,Risk of Violence,9,High,3/20/13,7/22/13,1
5355,Male,55,Greater than 45,Hispanic,0,1,0,0,2,F,Traffick Oxycodone     4g><14g,0,0,Risk of Recidivism,Low,Risk of Violence,1,Low,5/10/13,6/7/13,0
5358,Male,26,25 - 45,African-American,0,3,0,0,0,M,Possess Cannabis/20 Grams Or Less,1,0,Risk of Recidivism,Low,Risk of Violence,4,Low,12/17/13,12/21/13,1
5360,Male,52,Greater than 45,Caucasian,0,2,0,0,8,F,arrest case no charge,0,0,Risk of Recidivism,Low,Risk of Violence,1,Low,9/7/13,10/16/13,0
5363,Male,27,25 - 45,African-American,0,2,0,0,1,M,Battery,0,0,Risk of Recidivism,Low,Risk of Violence,4,Low,8/9/13,8/11/13,0
5364,Female,27,25 - 45,Caucasian,0,5,0,0,0,M,Battery,0,0,Risk of Recidivism,Medium,Risk of Violence,3,Low,12/28/13,12/29/13,0
5365,Male,56,Greater than 45,Caucasian,0,1,0,0,0,F,Retail Theft $300 1st Offense,0,0,Risk of Recidivism,Low,Risk of Violence,1,Low,3/3/14,3/4/14,0
5366,Male,52,Greater than 45,Caucasian,0,9,0,0,16,F,Possession of Hydrocodone,1,0,Risk of Recidivism,High,Risk of Violence,4,Low,10/30/14,11/25/14,1
5367,Male,37,25 - 45,African-American,0,1,0,0,3,F,Aiding Escape,1,0,Risk of Recidivism,Low,Risk of Violence,1,Low,2/24/14,2/25/14,1
5369,Male,45,Greater than 45,African-American,0,1,0,0,0,M,Interfere W/Traf Cont Dev RR,0,0,Risk of Recidivism,Low,Risk of Violence,1,Low,7/5/13,7/5/13,0
5370,Male,23,Less than 25,African-American,0,2,0,0,1,M,Battery,0,0,Risk of Recidivism,Low,Risk of Violence,4,Low,2/18/15,3/11/15,0
5371,Female,36,25 - 45,Caucasian,0,6,0,0,3,F,arrest case no charge,1,0,Risk of Recidivism,Medium,Risk of Violence,7,Medium,1/4/15,3/3/15,1
5372,Female,29,25 - 45,African-American,0,2,0,0,0,F,Grand Theft in the 3rd Degree,0,0,Risk of Recidivism,Low,Risk of Violence,2,Low,12/13/13,12/14/13,0
5373,Male,21,Less than 25,Hispanic,0,3,0,0,0,F,arrest case no charge,0,0,Risk of Recidivism,Low,Risk of Violence,6,Medium,11/18/13,11/21/13,0
5374,Male,20,Less than 25,Other,0,2,2,1,3,M,Battery,1,0,Risk of Recidivism,Low,Risk of Violence,4,Low,3/22/14,3/23/14,1
5377,Male,69,Greater than 45,African-American,0,6,0,0,3,F,arrest case no charge,0,0,Risk of Recidivism,Medium,Risk of Violence,1,Low,,,0
5379,Male,27,25 - 45,African-American,0,8,1,0,11,F,Felony Battery w/Prior Convict,0,0,Risk of Recidivism,High,Risk of Violence,6,Medium,1/24/14,1/26/14,0
5380,Male,28,25 - 45,African-American,1,8,0,1,11,F,Possession of Cocaine,1,0,Risk of Recidivism,High,Risk of Violence,6,Medium,6/27/14,6/28/14,1
5381,Male,38,25 - 45,African-American,0,1,0,0,4,M,Susp Drivers Lic 1st Offense,1,0,Risk of Recidivism,Low,Risk of Violence,1,Low,3/30/13,3/31/13,0
5382,Male,30,25 - 45,Other,0,1,0,0,0,F,Felony Battery (Dom Strang),0,0,Risk of Recidivism,Low,Risk of Violence,2,Low,2/19/13,2/20/13,0
5383,Female,19,Less than 25,African-American,0,9,0,0,1,F,Burglary Unoccupied Dwelling,1,1,Risk of Recidivism,High,Risk of Violence,7,Medium,8/5/14,10/13/15,1
5386,Female,37,25 - 45,Caucasian,0,1,0,0,1,F,Possession Of Methamphetamine,0,0,Risk of Recidivism,Low,Risk of Violence,1,Low,9/11/13,9/12/13,0
5387,Male,34,25 - 45,African-American,0,1,0,0,0,M,Battery,1,1,Risk of Recidivism,Low,Risk of Violence,1,Low,3/30/13,4/1/13,1
5388,Male,37,25 - 45,Caucasian,0,8,0,0,7,F,Felony Petit Theft,1,0,Risk of Recidivism,High,Risk of Violence,6,Medium,11/24/14,2/2/15,1
5389,Male,21,Less than 25,African-American,0,8,0,1,1,F,Purchase Cannabis,0,0,Risk of Recidivism,High,Risk of Violence,7,Medium,11/10/15,11/17/15,0
5390,Male,21,Less than 25,African-American,0,9,0,0,0,F,Robbery / No Weapon,1,0,Risk of Recidivism,High,Risk of Violence,8,High,10/22/13,12/17/13,1
5391,Female,38,25 - 45,Caucasian,0,4,0,0,3,F,arrest case no charge,0,0,Risk of Recidivism,Low,Risk of Violence,2,Low,10/7/15,11/9/15,0
5392,Male,47,Greater than 45,African-American,0,4,0,0,1,M,Battery,0,0,Risk of Recidivism,Low,Risk of Violence,5,Medium,2/27/14,2/28/14,0
5394,Male,56,Greater than 45,Caucasian,0,2,0,0,3,F,Battery on a Person Over 65,0,0,Risk of Recidivism,Low,Risk of Violence,2,Low,3/9/13,9/16/13,0
5395,Male,27,25 - 45,African-American,0,7,0,0,2,F,Tamper With Witness/Victim/CI,1,0,Risk of Recidivism,Medium,Risk of Violence,7,Medium,9/18/14,9/29/14,1
5398,Male,23,Less than 25,African-American,0,8,0,0,0,M,Driving Under The Influence,0,0,Risk of Recidivism,High,Risk of Violence,8,High,10/16/14,11/15/14,0
5399,Male,57,Greater than 45,Caucasian,0,1,0,0,0,F,Felony Battery (Dom Strang),0,0,Risk of Recidivism,Low,Risk of Violence,1,Low,7/16/13,7/18/13,0
5400,Male,25,25 - 45,African-American,0,7,1,0,9,F,arrest case no charge,0,0,Risk of Recidivism,Medium,Risk of Violence,4,Low,1/13/14,1/26/14,0
5402,Female,23,Less than 25,African-American,0,10,0,0,2,F,Battery on Law Enforc Officer,1,1,Risk of Recidivism,High,Risk of Violence,9,High,3/2/13,6/26/13,1
5403,Male,32,25 - 45,African-American,0,10,0,0,8,F,arrest case no charge,1,0,Risk of Recidivism,High,Risk of Violence,5,Medium,1/10/15,1/11/15,1
5404,Female,36,25 - 45,African-American,0,5,0,0,2,M,Viol Prot Injunc Repeat Viol,0,0,Risk of Recidivism,Medium,Risk of Violence,3,Low,10/16/13,10/17/13,0
5405,Male,41,25 - 45,African-American,0,5,0,0,5,M,Driving License Suspended,0,0,Risk of Recidivism,Medium,Risk of Violence,6,Medium,2/6/14,2/7/14,0
5406,Male,31,25 - 45,Hispanic,0,3,0,0,2,F,Aggravated Assault W/dead Weap,0,0,Risk of Recidivism,Low,Risk of Violence,2,Low,2/28/13,4/19/13,0
5410,Female,39,25 - 45,Other,0,1,0,0,0,F,Grand Theft in the 3rd Degree,0,0,Risk of Recidivism,Low,Risk of Violence,1,Low,5/23/13,5/24/13,0
5411,Male,21,Less than 25,African-American,0,6,0,0,1,F,arrest case no charge,1,1,Risk of Recidivism,Medium,Risk of Violence,6,Medium,11/5/13,11/15/13,1
5412,Male,43,25 - 45,Caucasian,0,4,0,0,8,F,Attempted Robbery  No Weapon,1,0,Risk of Recidivism,Low,Risk of Violence,6,Medium,10/17/14,12/18/14,1
5416,Male,31,25 - 45,African-American,0,4,0,0,2,M,Susp Drivers Lic 1st Offense,0,0,Risk of Recidivism,Low,Risk of Violence,6,Medium,4/20/14,4/21/14,0
5417,Male,37,25 - 45,Caucasian,0,1,0,0,0,M,Battery,0,0,Risk of Recidivism,Low,Risk of Violence,2,Low,2/2/13,2/3/13,0
5418,Male,27,25 - 45,African-American,0,2,0,0,0,F,Grand Theft in the 3rd Degree,0,0,Risk of Recidivism,Low,Risk of Violence,4,Low,2/6/13,2/8/13,0
5420,Male,22,Less than 25,African-American,0,4,0,0,2,F,Possession Of Alprazolam,1,0,Risk of Recidivism,Low,Risk of Violence,4,Low,6/2/14,6/18/14,1
5423,Male,59,Greater than 45,Caucasian,0,1,0,0,2,F,Possession Of Methamphetamine,0,0,Risk of Recidivism,Low,Risk of Violence,1,Low,11/3/13,11/22/13,0
5425,Female,33,25 - 45,African-American,0,9,0,0,0,F,Possession of Cocaine,1,0,Risk of Recidivism,High,Risk of Violence,7,Medium,8/3/15,8/12/15,1
5426,Male,39,25 - 45,Caucasian,0,10,0,0,21,F,Possession of Hydrocodone,0,0,Risk of Recidivism,High,Risk of Violence,10,High,7/23/15,10/12/15,0
5427,Female,43,25 - 45,African-American,0,3,0,0,2,F,Possession of Cocaine,0,0,Risk of Recidivism,Low,Risk of Violence,1,Low,11/6/13,11/21/13,0
5428,Male,25,25 - 45,Caucasian,0,4,0,0,5,F,Resist Officer w/Violence,1,0,Risk of Recidivism,Low,Risk of Violence,5,Medium,9/4/14,9/17/14,1
5429,Male,36,25 - 45,African-American,3,10,0,2,19,M,arrest case no charge,1,0,Risk of Recidivism,High,Risk of Violence,6,Medium,2/10/15,5/4/15,1
5430,Male,23,Less than 25,African-American,0,5,0,0,3,F,Burglary Unoccupied Dwelling,1,0,Risk of Recidivism,Medium,Risk of Violence,5,Medium,2/12/14,2/16/14,1
5431,Female,43,25 - 45,Caucasian,0,2,0,0,3,M,Viol Injunct Domestic Violence,1,1,Risk of Recidivism,Low,Risk of Violence,1,Low,8/8/13,8/9/13,1
5432,Male,56,Greater than 45,Caucasian,0,1,0,0,9,M,Battery,1,0,Risk of Recidivism,Low,Risk of Violence,1,Low,2/28/15,4/21/15,1
5433,Female,20,Less than 25,African-American,0,8,0,0,1,F,Felony Petit Theft,1,0,Risk of Recidivism,High,Risk of Violence,6,Medium,10/2/14,10/6/14,1
5434,Male,50,Greater than 45,African-American,0,5,0,0,2,M,Ride Tri-Rail Without Paying,1,0,Risk of Recidivism,Medium,Risk of Violence,1,Low,6/26/13,7/2/13,1
5435,Male,24,Less than 25,Other,0,8,0,0,2,M,arrest case no charge,1,0,Risk of Recidivism,High,Risk of Violence,4,Low,11/3/14,11/6/14,1
5436,Female,54,Greater than 45,Caucasian,0,2,0,0,1,M,Driving Under The Influence,0,0,Risk of Recidivism,Low,Risk of Violence,1,Low,4/28/13,5/1/13,0
5438,Male,20,Less than 25,African-American,0,10,0,0,1,F,Grand Theft (Motor Vehicle),1,0,Risk of Recidivism,High,Risk of Violence,8,High,9/22/14,10/15/14,1
5439,Male,36,25 - 45,Other,0,4,0,0,3,M,Viol Injunct Domestic Violence,1,1,Risk of Recidivism,Low,Risk of Violence,3,Low,6/8/14,2/20/15,1
5440,Female,36,25 - 45,African-American,0,6,0,0,3,F,Poss Pyrrolidinovalerophenone,1,0,Risk of Recidivism,Medium,Risk of Violence,4,Low,1/11/16,1/12/16,1
5441,Male,56,Greater than 45,African-American,0,4,0,0,0,M,Tresspass in Structure or Conveyance,0,0,Risk of Recidivism,Low,Risk of Violence,1,Low,5/3/13,5/5/13,0
5442,Male,25,25 - 45,African-American,0,9,0,0,28,M,Assault,1,0,Risk of Recidivism,High,Risk of Violence,8,High,12/8/14,1/12/15,1
5443,Male,25,25 - 45,African-American,1,9,0,0,2,F,Possession of Cocaine,1,0,Risk of Recidivism,High,Risk of Violence,7,Medium,10/9/14,10/10/14,0
5444,Female,42,25 - 45,Caucasian,0,3,0,0,1,F,Fail To Redeliv Hire/Leas Prop,1,0,Risk of Recidivism,Low,Risk of Violence,1,Low,11/6/13,11/27/13,1
5445,Male,34,25 - 45,African-American,0,10,2,0,9,M,Susp Drivers Lic 1st Offense,1,1,Risk of Recidivism,High,Risk of Violence,9,High,11/20/06,1/1/07,1
5446,Male,48,Greater than 45,African-American,0,6,0,0,4,F,Grand Theft in the 3rd Degree,0,0,Risk of Recidivism,Medium,Risk of Violence,3,Low,6/17/15,7/1/15,0
5447,Male,34,25 - 45,African-American,1,10,0,0,21,M,Battery,1,1,Risk of Recidivism,High,Risk of Violence,10,High,3/22/14,11/12/14,1
5448,Male,28,25 - 45,Caucasian,0,2,0,0,0,F,Traffick Oxycodone     4g><14g,0,0,Risk of Recidivism,Low,Risk of Violence,2,Low,4/13/13,4/14/13,0
5449,Male,32,25 - 45,Caucasian,0,3,0,0,1,F,Burglary Structure Unoccup,0,0,Risk of Recidivism,Low,Risk of Violence,2,Low,7/15/15,8/8/15,0
5451,Female,31,25 - 45,Caucasian,0,1,0,0,2,F,Grand Theft (Motor Vehicle),0,0,Risk of Recidivism,Low,Risk of Violence,1,Low,3/10/14,3/12/14,0
5453,Female,24,Less than 25,African-American,0,9,0,0,4,F,Possession of Cocaine,1,0,Risk of Recidivism,High,Risk of Violence,8,High,10/17/14,11/21/14,1
5454,Female,25,25 - 45,Caucasian,0,4,0,0,0,F,Possession of Hydromorphone,1,0,Risk of Recidivism,Low,Risk of Violence,4,Low,11/6/13,12/16/13,1
5455,Female,32,25 - 45,Caucasian,0,2,0,1,4,F,Resist Officer w/Violence,0,0,Risk of Recidivism,Low,Risk of Violence,1,Low,1/15/14,1/15/14,0
5456,Male,37,25 - 45,African-American,0,9,0,0,20,F,Driving While License Revoked,1,0,Risk of Recidivism,High,Risk of Violence,5,Medium,6/24/03,1/1/20,1
5458,Male,24,Less than 25,African-American,0,3,0,0,1,F,Battery on Law Enforc Officer,1,0,Risk of Recidivism,Low,Risk of Violence,4,Low,8/16/13,8/18/13,1
5459,Male,48,Greater than 45,African-American,0,1,0,0,0,M,Felony Battery (Dom Strang),0,0,Risk of Recidivism,Low,Risk of Violence,1,Low,3/15/14,3/16/14,0
5460,Male,25,25 - 45,African-American,1,9,2,0,9,F,arrest case no charge,1,1,Risk of Recidivism,High,Risk of Violence,9,High,8/8/13,9/27/13,1
5461,Male,35,25 - 45,African-American,0,2,0,0,1,F,Possession of Cocaine,0,0,Risk of Recidivism,Low,Risk of Violence,1,Low,12/16/13,12/16/13,0
5463,Male,21,Less than 25,African-American,0,4,0,0,1,F,Attempted Burg/Convey/Unocc,1,0,Risk of Recidivism,Low,Risk of Violence,6,Medium,4/15/15,4/16/15,1
5465,Female,21,Less than 25,African-American,0,10,0,0,0,F,Grand Theft in the 3rd Degree,1,0,Risk of Recidivism,High,Risk of Violence,9,High,9/20/13,9/25/13,1
